646517477	Square-tailed Kite-646517477	Square-tailed Kite	7925	Square-tailed Kite	Bondrée à queue carrée	Lophoictinia isura	Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)
646517569	Square-tailed Kite-646517569	Square-tailed Kite	7925	Square-tailed Kite	Bondrée à queue carrée	Lophoictinia isura	Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)
646517876	Eastern Shrike-tit-646517876	Eastern Shrike-tit	19002	Eastern Shrike-tit	Falconelle à casque	Falcunculus frontatus	Passeriformes	Falcunculidae (Shrike-tits)
646518816	Australian Owlet-nightjar-646518816	Australian Owlet-nightjar	3814	Australian Owlet-nightjar	Égothèle d'Australie	Aegotheles cristatus	Aegotheliformes	Aegothelidae (Owlet-nightjars)
646519253	Horsfield's Bronze-Cuckoo-646519253	Horsfield's Bronze-Cuckoo	3315	Horsfield's Bronze-Cuckoo	Coucou de Horsfield	Chalcites basalis	Cuculiformes	Cuculidae (Cuckoos)
646519619	White-backed Swallow-646519619	White-backed Swallow	24026	White-backed Swallow	Hirondelle à dos blanc	Cheramoeca leucosterna	Passeriformes	Hirundinidae (Swallows)
646533979	Banded Lapwing-646533979	Banded Lapwing	5890	Banded Lapwing	Vanneau tricolore	Vanellus tricolor	Charadriiformes	Charadriidae (Plovers and Lapwings)
646534612	Banded Lapwing-646534612	Banded Lapwing	5890	Banded Lapwing	Vanneau tricolore	Vanellus tricolor	Charadriiformes	Charadriidae (Plovers and Lapwings)
646538505	Australian Pratincole-646538505	Australian Pratincole	6343	Australian Pratincole	Glaréole isabelle	Glareola isabella	Charadriiformes	Glareolidae (Pratincoles and Coursers)
646539602	Australian Pratincole-646539602	Australian Pratincole	6343	Australian Pratincole	Glaréole isabelle	Glareola isabella	Charadriiformes	Glareolidae (Pratincoles and Coursers)
646542209	Plains-wanderer-646542209	Plains-wanderer	5966	Plains-wanderer	Pédionome errant	Pedionomus torquatus	Charadriiformes	Pedionomidae (Plains-wanderer)
646543125	Peaceful Dove-646543125	Peaceful Dove	2233	Peaceful Dove	Géopélie placide	Geopelia placida	Columbiformes	Columbidae (Pigeons and Doves)
646543712	Rufous Whistler-646543712	Rufous Whistler	19558	Rufous Whistler	Siffleur itchong	Pachycephala rufiventris	Passeriformes	Pachycephalidae (Whistlers and Allies)
646554012	Mistletoebird-646554012	Mistletoebird	30117	Mistletoebird	Dicée hirondelle	Dicaeum hirundinaceum	Passeriformes	Dicaeidae (Flowerpeckers)
646554368	White-throated Gerygone-646554368	White-throated Gerygone	18466	White-throated Gerygone	Gérygone à gorge blanche	Gerygone olivacea	Passeriformes	Acanthizidae (Thornbills and Allies)
646554606	Dusky Woodswallow-646554606	Dusky Woodswallow	19761	Dusky Woodswallow	Langrayen sordide	Artamus cyanopterus	Passeriformes	Artamidae (Woodswallows, Bellmagpies, and Allies)
646555026	Hooded Robin-646555026	Hooded Robin	21834	Hooded Robin	Miro à capuchon	Melanodryas cucullata	Passeriformes	Petroicidae (Australasian Robins)
646557082	Turquoise Parrot-646557082	Turquoise Parrot	12442	Turquoise Parrot	Perruche turquoisine	Neophema pulchella	Psittaciformes	Psittaculidae (Old World Parrots)
646557506	Diamond Firetail-646557506	Diamond Firetail	31014	Diamond Firetail	Diamant à gouttelettes	Stagonopleura guttata	Passeriformes	Estrildidae (Waxbills and Allies)
646593864	Hooded Robin-646593864	Hooded Robin	21834	Hooded Robin	Miro à capuchon	Melanodryas cucullata	Passeriformes	Petroicidae (Australasian Robins)
646595192	Latham's Snipe-646595192	Latham's Snipe	6094	Latham's Snipe	Bécassine du Japon	Gallinago hardwickii	Charadriiformes	Scolopacidae (Sandpipers and Allies)
646596172	Black-chinned Honeyeater-646596172	Black-chinned Honeyeater	18138	Black-chinned Honeyeater	Méliphage à menton noir	Melithreptus gularis	Passeriformes	Meliphagidae (Honeyeaters)
646610403	Olive-backed Oriole-646610403	Olive-backed Oriole	19604	Olive-backed Oriole	Loriot sagittal	Oriolus sagittatus	Passeriformes	Oriolidae (Old World Orioles)
646611070	Nankeen Night Heron-646611070	Nankeen Night Heron	7610	Nankeen Night Heron	Bihoreau cannelle	Nycticorax caledonicus	Pelecaniformes	Ardeidae (Herons, Egrets, and Bitterns)
646671674	Superb Lyrebird-646671674	Superb Lyrebird	17504	Superb Lyrebird	Ménure superbe	Menura novaehollandiae	Passeriformes	Menuridae (Lyrebirds)
646696822	Cape Barren Goose-646696822	Cape Barren Goose	372	Cape Barren Goose	Céréopse cendré	Cereopsis novaehollandiae	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)
646697374	Magpie Goose-646697374	Magpie Goose	236	Magpie Goose	Canaroie semipalmée	Anseranas semipalmata	Anseriformes	Anseranatidae (Magpie Goose)
646698471	Eurasian Tree Sparrow-646698471	Eurasian Tree Sparrow	31603	Eurasian Tree Sparrow	Moineau friquet	Passer montanus	Passeriformes	Passeridae (Old World Sparrows)
646701343	White-winged Chough-646701343	White-winged Chough	21014	White-winged Chough	Corbicrave leucoptère	Corcorax melanorhamphos	Passeriformes	Corcoracidae (White-winged Chough and Apostlebird)
646705832	Freckled Duck-646705832	Freckled Duck	375	Freckled Duck	Stictonette tachetée	Stictonetta naevosa	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)
646750926	Musk Duck-646750926	Musk Duck	789	Musk Duck	Érismature à barbillons	Biziura lobata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)
646907825	Gray Currawong-646907825	Gray Currawong	19818	Gray Currawong	Réveilleur cendré	Strepera versicolor	Passeriformes	Artamidae (Woodswallows, Bellmagpies, and Allies)
646913558	Satin Flycatcher-646913558	Satin Flycatcher	20995	Satin Flycatcher	Monarque satiné	Myiagra cyanoleuca	Passeriformes	Monarchidae (Monarch Flycatchers)
646914699	Swift Parrot-646914699	Swift Parrot	12445	Swift Parrot	Perruche de Latham	Lathamus discolor	Psittaciformes	Psittaculidae (Old World Parrots)
646922978	Black-faced Cormorant-646922978	Black-faced Cormorant	7417	Black-faced Cormorant	Cormoran de Tasmanie	Phalacrocorax fuscescens	Suliformes	Phalacrocoracidae (Cormorants and Shags)
646928942	Strong-billed Honeyeater-646928942	Strong-billed Honeyeater	18141	Strong-billed Honeyeater	Méliphage à bec fort	Melithreptus validirostris	Passeriformes	Meliphagidae (Honeyeaters)
646929470	Satin Flycatcher-646929470	Satin Flycatcher	20995	Satin Flycatcher	Monarque satiné	Myiagra cyanoleuca	Passeriformes	Monarchidae (Monarch Flycatchers)
646930691	Tasmanian Scrubwren-646930691	Tasmanian Scrubwren	18306	Tasmanian Scrubwren	Séricorne brun	Sericornis humilis	Passeriformes	Acanthizidae (Thornbills and Allies)
646932986	Yellow-throated Honeyeater-646932986	Yellow-throated Honeyeater	18119	Yellow-throated Honeyeater	Méliphage à gorge jaune	Nesoptilotis flavicollis	Passeriformes	Meliphagidae (Honeyeaters)
646946656	Slender-billed Thornbill-646946656	Slender-billed Thornbill	18411	Slender-billed Thornbill	Acanthize d'Iredale	Acanthiza iredalei	Passeriformes	Acanthizidae (Thornbills and Allies)
646946657	Slender-billed Thornbill-646946657	Slender-billed Thornbill	18411	Slender-billed Thornbill	Acanthize d'Iredale	Acanthiza iredalei	Passeriformes	Acanthizidae (Thornbills and Allies)
646970889	Gray Teal-646970889	Gray Teal	637	Gray Teal	Sarcelle australasienne	Anas gracilis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)
646971715	Australasian Shoveler-646971715	Australasian Shoveler	498	Australasian Shoveler	Canard bridé	Spatula rhynchotis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)
646972026	Freckled Duck-646972026	Freckled Duck	375	Freckled Duck	Stictonette tachetée	Stictonetta naevosa	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)
646975174	Gray Goshawk-646975174	Gray Goshawk	8187	Gray Goshawk	Autour blanc	Tachyspiza novaehollandiae	Accipitriformes	Accipitridae (Hawks, Eagles, and Kites)
646976210	Black Currawong-646976210	Black Currawong	19814	Black Currawong	Réveilleur noir	Strepera fuliginosa	Passeriformes	Artamidae (Woodswallows, Bellmagpies, and Allies)
646979043	Lewin's Rail-646979043	Lewin's Rail	5339	Lewin's Rail	Râle à poitrine grise	Lewinia pectoralis	Gruiformes	Rallidae (Rails, Gallinules, and Coots)
646979953	Australasian Figbird-646979953	Australasian Figbird	19708	Australasian Figbird	Sphécothère de Vieillot	Sphecotheres vieilloti	Passeriformes	Oriolidae (Old World Orioles)
646980685	Powerful Owl-646980685	Powerful Owl	9323	Powerful Owl	Ninoxe puissante	Ninox strenua	Strigiformes	Strigidae (Owls)
646981468	Australasian Figbird-646981468	Australasian Figbird	19708	Australasian Figbird	Sphécothère de Vieillot	Sphecotheres vieilloti	Passeriformes	Oriolidae (Old World Orioles)
646982981	Australian Raven-646982981	Australian Raven	21608	Australian Raven	Corbeau d'Australie	Corvus coronoides	Passeriformes	Corvidae (Crows, Jays, and Magpies)
646988175	Pied Cormorant-646988175	Pied Cormorant	7414	Pied Cormorant	Cormoran varié	Phalacrocorax varius	Suliformes	Phalacrocoracidae (Cormorants and Shags)
647027845	White-breasted Woodswallow-647027845	White-breasted Woodswallow	19738	White-breasted Woodswallow	Langrayen à ventre blanc	Artamus leucorynchus	Passeriformes	Artamidae (Woodswallows, Bellmagpies, and Allies)
647033150	Cinnamon Quail-thrush-647033150	Cinnamon Quail-thrush	18539	Cinnamon Quail-thrush	Cinclosome cannelle	Cinclosoma cinnamomeum	Passeriformes	Cinclosomatidae (Quail-thrushes and Jewel-babblers)
647205362	Yellow-tufted Honeyeater-647205362	Yellow-tufted Honeyeater	17799	Yellow-tufted Honeyeater	Méliphage cornu	Lichenostomus melanops	Passeriformes	Meliphagidae (Honeyeaters)
649664113	White-winged Snowfinch-649664113	White-winged Snowfinch	31641	White-winged Snowfinch	Niverolle alpine	Montifringilla nivalis	Passeriformes	Passeridae (Old World Sparrows)
	Stop							
