Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
364,9167,species,Black-and-white Owl,Strix nigrolineata,1,Sendero Bogarín,CR-A,09 Jun 2022,L3220631,S112605875,,1
365,5432,species,Uniform Crake,Amaurolimnas concolor,1,Sendero Bogarín,CR-A,09 Jun 2022,L3220631,S112605875,,1
366,8445,species,Harris's Hawk,Parabuteo unicinctus,1,Tilajari Hotel Resort,CR-A,09 Jun 2022,L2292251,S112532479,,1
367,10831,species,Prong-billed Barbet,Semnornis frantzii,2,Galeria de Colibrí y Soda Cinchona - Mirador San Fernando,CR-A,09 Jun 2022,L436224,S112532008,,1
368,5019,species,Black-bellied Hummingbird,Eupherusa nigriventris,1,Galeria de Colibrí y Soda Cinchona - Mirador San Fernando,CR-A,09 Jun 2022,L436224,S112532008,,1
369,5008,species,Coppery-headed Emerald,Microchera cupreiceps,1,Galeria de Colibrí y Soda Cinchona - Mirador San Fernando,CR-A,09 Jun 2022,L436224,S112532008,,1
370,4756,species,White-bellied Mountain-gem,Lampornis hemileucus,1,Galeria de Colibrí y Soda Cinchona - Mirador San Fernando,CR-A,09 Jun 2022,L436224,S112532008,,1
371,9890,species,Keel-billed Motmot,Electron carinatum,1,Puerto Viejo de Sarapiqui--Posada Andrea Christina,CR-H,08 Jun 2022,L1252105,S112476750,,1
372,27531,species,Stripe-breasted Wren,Cantorchilus thoracicus,3,Estación Biológica La Selva-OTS,CR-H,08 Jun 2022,L436195,S112459039,,1
373,11798,species,Chestnut-colored Woodpecker,Celeus castaneus,1,Estación Biológica La Selva-OTS,CR-H,08 Jun 2022,L436195,S112459039,,1
374,15951,species,Snowy Cotinga,Carpodectes nitidus,1,Estación Biológica La Selva-OTS,CR-H,08 Jun 2022,L436195,S112439329,,1
375,2347,species,Gray-chested Dove,Leptotila cassinii,1,Estación Biológica La Selva-OTS,CR-H,08 Jun 2022,L436195,S112439329,,1
376,884,species,Crested Guan,Penelope purpurascens,5,Estación Biológica La Selva-OTS,CR-H,08 Jun 2022,L436195,S112439329,,1
377,27536,species,Canebrake Wren,Cantorchilus zeledoni,1,Comandancia de Sarapiquí Road,CR-H,07 Jun 2022,L2941045,S112411699,,1
378,11835,species,Rufous-winged Woodpecker,Piculus simplex,1,Comandancia de Sarapiquí Road,CR-H,07 Jun 2022,L2941045,S112411699,,1
379,8892,species,Crested Owl,Lophostrix cristata,1,Flores,CR-L,07 Jun 2022,L1122705,S112403738,,1
380,15255,species,Fawn-throated Foliage-gleaner,Automolus cervinigularis,1,Rancho Naturalista,CR-C,07 Jun 2022,L468901,S112369645,,1
381,19287,species,Yellow-green Vireo,Vireo flavoviridis,1,"Calle Santa Rosa, Turrialba CR-Cartago 9.81993, -83.55438",CR-C,06 Jun 2022,L19506771,S112340630,,1
382,17438,species,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,1,"Calle Santa Rosa, Turrialba CR-Cartago 9.81993, -83.55438",CR-C,06 Jun 2022,L19506771,S112340630,,1
383,7477,species,Green Ibis,Mesembrinibis cayennensis,2,"Calle Santa Rosa, Turrialba CR-Cartago 9.81993, -83.55438",CR-C,06 Jun 2022,L19506771,S112340630,,1
384,34966,species,Speckled Tanager,Ixothraupis guttata,1,Refugio de Vida Silvestre La Marta (Pejibaye),CR-C,06 Jun 2022,L3504258,S112320203,,1
385,34493,species,Carmiol's Tanager,Chlorothraupis carmioli,2,Refugio de Vida Silvestre La Marta (Pejibaye),CR-C,06 Jun 2022,L3504258,S112320203,,1
386,28303,species,Black-headed Nightingale-Thrush,Catharus mexicanus,1,Refugio de Vida Silvestre La Marta (Pejibaye),CR-C,06 Jun 2022,L3504258,S112320203,,1
387,14029,species,Dull-mantled Antbird,Sipia laemosticta,1,Rancho Naturalista,CR-C,05 Jun 2022,L468901,S112257955,,1
388,5005,species,Snowcap,Microchera albocoronata,1,Rancho Naturalista,CR-C,05 Jun 2022,L468901,S112248629,,1
389,33362,species,Cabanis's Ground-Sparrow,Melozone cabanisi,1,Ujarrás (Cartago),CR-C,05 Jun 2022,L2356602,S112233075,,1
390,33321,species,Large-footed Finch,Pezopetes capitalis,1,Savegre Valley--Miriam's Restaurant,CR-SJ,05 Jun 2022,L1577770,S112233255,,1
391,1170,species,Spotted Wood-Quail,Odontophorus guttatus,4,"Batsú Gardens, Savegre",CR-SJ,05 Jun 2022,L7272525,S112193627,,1
392,35046,species,Spangle-cheeked Tanager,Tangara dowii,1,San Gerardo de Dota,CR-SJ,04 Jun 2022,L448041,S112126477,,1
393,16895,species,Dark Pewee,Contopus lugubris,1,San Gerardo de Dota,CR-SJ,04 Jun 2022,L448041,S112126477,,1
394,9508,species,Resplendent Quetzal,Pharomachrus mocinno,3,San Gerardo de Dota,CR-SJ,04 Jun 2022,L448041,S112126477,,1
395,4856,species,Scintillant Hummingbird,Selasphorus scintilla,1,San Gerardo de Dota,CR-SJ,04 Jun 2022,L448041,S112126477,,1
396,34382,species,Collared Redstart,Myioborus torquatus,1,"Batsú Gardens, Savegre",CR-SJ,04 Jun 2022,L7272525,S112126386,,1
397,33446,species,Yellow-thighed Brushfinch,Atlapetes tibialis,1,"Batsú Gardens, Savegre",CR-SJ,04 Jun 2022,L7272525,S112126386,,1
398,31999,species,Golden-browed Chlorophonia,Chlorophonia callophrys,2,"Batsú Gardens, Savegre",CR-SJ,04 Jun 2022,L7272525,S112126386,,1
399,28646,species,Mountain Thrush,Turdus plebejus,1,"Batsú Gardens, Savegre",CR-SJ,04 Jun 2022,L7272525,S112126386,,1
400,2372,species,Buff-fronted Quail-Dove,Zentrygon costaricensis,1,"Batsú Gardens, Savegre",CR-SJ,04 Jun 2022,L7272525,S112126386,,1
401,28294,species,Ruddy-capped Nightingale-Thrush,Catharus frantzii,1,Savegre Hotel,CR-SJ,04 Jun 2022,L501858,S112097326,,1
402,28181,species,Black-faced Solitaire,Myadestes melanops,1,Savegre Hotel,CR-SJ,04 Jun 2022,L501858,S112097326,,1
403,19221,species,Yellow-winged Vireo,Vireo carmioli,1,Savegre Hotel,CR-SJ,04 Jun 2022,L501858,S112097326,,1
404,13072,species,Sulphur-winged Parakeet,Pyrrhura hoffmanni,8,Savegre Hotel,CR-SJ,04 Jun 2022,L501858,S112097326,,1
405,14941,species,Spot-crowned Woodcreeper,Lepidocolaptes affinis,1,Savegre Hotel,CR-SJ,03 Jun 2022,L501858,S112060413,,1
406,5015,species,Stripe-tailed Hummingbird,Eupherusa eximia,1,Savegre Hotel,CR-SJ,03 Jun 2022,L501858,S112060413,,1
407,34442,species,Flame-colored Tanager,Piranga bidentata,2,Savegre Valley--Miriam's Restaurant,CR-SJ,03 Jun 2022,L1577770,S112058604,,1
408,33157,species,Volcano Junco,Junco vulcani,4,PN Los Quetzales--Cerro Buenavista communication towers,CR-SJ,03 Jun 2022,L1126301,S112058530,,1
409,28631,species,Sooty Thrush,Turdus nigrescens,2,PN Los Quetzales--Cerro Buenavista communication towers,CR-SJ,03 Jun 2022,L1126301,S112058530,,1
410,27299,species,Timberline Wren,Thryorchilus browni,1,PN Los Quetzales--Cerro Buenavista communication towers,CR-SJ,03 Jun 2022,L1126301,S112058530,,1
411,35310,species,Slaty Flowerpiercer,Diglossa plumbea,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
412,34549,species,Black-thighed Grosbeak,Pheucticus tibialis,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
413,33971,species,Flame-throated Warbler,Oreothlypis gutturalis,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
414,32864,species,Sooty-capped Chlorospingus,Chlorospingus pileatus,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
415,29908,species,Long-tailed Silky-flycatcher,Ptiliogonys caudatus,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
416,29900,species,Black-and-yellow Silky-flycatcher,Phainoptila melanoxantha,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
417,28253,species,Black-billed Nightingale-Thrush,Catharus gracilirostris,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
418,16996,species,Black-capped Flycatcher,Empidonax atriceps,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
419,15300,species,Ruddy Treerunner,Margarornis rubiginosus,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
420,15012,species,Buffy Tuftedcheek,Pseudocolaptes lawrencii,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
421,4852,species,Volcano Hummingbird,Selasphorus flammula,5,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
422,4762,species,White-throated Mountain-gem,Lampornis castaneoventris,1,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
423,4736,species,Fiery-throated Hummingbird,Panterpe insignis,8,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
424,4724,species,Talamanca Hummingbird,Eugenes spectabilis,7,Paraiso Quetzal Lodge - Km 70,CR-SJ,03 Jun 2022,L1457094,S112058480,,1
425,27401,species,Rufous-backed Wren,Campylorhynchus capistratus,2,Hotel Bougainvillea,CR-H,03 Jun 2022,L487975,S112022395,,1
426,13187,species,Crimson-fronted Parakeet,Psittacara finschi,8,Hotel Bougainvillea,CR-H,03 Jun 2022,L487975,S112022395,,1
427,11180,species,Hoffmann's Woodpecker,Melanerpes hoffmannii,1,Hotel Bougainvillea,CR-H,03 Jun 2022,L487975,S112022395,,1
429,13128,species,Nanday Parakeet,Aratinga nenday,1,North Lido Beach Park,US-FL,13 Apr 2022,L871818,S106960257,N,1
430,6231,species,Western Sandpiper,Calidris mauri,5,San Carlos Bay/Bunche Beach Preserve,US-FL,12 Apr 2022,L301036,S106853941,,1
431,13142,species,Chestnut-fronted Macaw,Ara severus,3,Miller Drive Roost (Brewer Park),US-FL,10 Apr 2022,L578426,S106727010,P,1
433,12819,species,Monk Parakeet,Myiopsitta monachus,2,Frost Park,US-FL,05 Apr 2022,L8849724,S106322849,N,1
434,33750,species,Spot-breasted Oriole,Icterus pectoralis,2,Highland Oaks Park,US-FL,25 Mar 2022,L3098639,S105553914,N,1
435,9133,species,Burrowing Owl,Athene cunicularia,4,Markham Park,US-FL,23 Mar 2022,L2933693,S105420679,,1
436,3594,species,Chuck-will's-widow,Antrostomus carolinensis,1,Green Cay Wetlands & Nature Center,US-FL,22 Mar 2022,L246929,S105358092,,1
437,13164,species,Blue-crowned Parakeet,Thectocercus acuticaudatus,5,Topeekeegee Yugnee Park,US-FL,18 Mar 2022,L578423,S105090547,P,1
438,32664,species,Lapland Longspur,Calcarius lapponicus,2,"9104–9180 Castor Rd, Ottawa CA-ON 45.18859, -75.38533",CA-ON,16 Feb 2022,L17763147,S102737530,,1
439,748,species,Barrow's Goldeneye,Bucephala islandica,1,Ottawa--Rideau River Eastern Pathway north of Hurdman Bridge,CA-ON,10 Jan 2022,L8184252,S100506914,,1
440,32085,species,Evening Grosbeak,Hesperiphona vespertina,1,PN du Mt-Tremblant--Secteur Tremblant,CA-QC,13 Jan 2021,L3335256,S79202991,,1
441,16951,species,Alder Flycatcher,Empidonax alnorum,1,"Osgoode, Ottawa CA-ON (45.2238,-75.6297)",CA-ON,06 Aug 2020,L9160902,S72160828,,1
442,6119,species,Wilson's Phalarope,Phalaropus tricolor,1,Richmond CA (formerly Richmond Sewage Lagoons),CA-ON,09 May 2020,L348844,S68722980,,1
443,32542,species,White-winged Crossbill,Loxia leucoptera,2,Parc de la Gatineau--Ch. Eardley Masham,CA-QC,15 Mar 2020,L1630986,S65834278,,1
444,1885,species,Common Wood-Pigeon,Columba palumbus,1,Jetée et Port des Pâquis,CH-GE,15 Feb 2020,L926699,S64523020,,1
445,22114,species,Eurasian Blue Tit,Cyanistes caeruleus,2,Promenade Jacquet (Le Pâquier)--Lac d'Annecy,FR-ARA,15 Feb 2020,L9486575,S64490073,,1
446,31948,species,Common Chaffinch,Fringilla coelebs,2,"Les Menuires, Saint-Martin-de-Belleville FR-Rhône-Alpes (45.3220,6.5270)",FR-ARA,09 Feb 2020,L10715950,S64306841,,1
447,22175,species,Great Tit,Parus major,2,Val Thorens,FR-ARA,05 Feb 2020,L4931202,S64156399,,1
448,21467,species,Eurasian Magpie,Pica pica,1,Val Thorens,FR-ARA,05 Feb 2020,L4931202,S64156399,,1
449,11993,species,Eurasian Kestrel,Falco tinnunculus,1,"Liane, Copponex FR-Rhône-Alpes (46.0566,6.0795)",FR-ARA,01 Feb 2020,L10659212,S63993845,,1
450,5081,species,Indigo-capped Hummingbird,Saucerottia cyanifrons,10,Jardín Encantado,CO-CUN,24 Nov 2019,L17644333,S61713814,,1
451,28745,species,Pale-breasted Thrush,Turdus leucomelas,1,Laguna El Tabacal,CO-CUN,24 Nov 2019,L1252637,S61700588,,1
452,16034,species,Cinereous Becard,Pachyramphus rufus,1,Laguna El Tabacal,CO-CUN,24 Nov 2019,L1252637,S61700588,,1
453,11467,species,Red-rumped Woodpecker,Veniliornis kirkii,1,Laguna El Tabacal,CO-CUN,24 Nov 2019,L1252637,S61700588,,1
454,15403,species,Streak-backed Canastero,Asthenes wyatti,1,"(6.1768,-72.7664)",CO-BOY,22 Nov 2019,L10178303,S61654603,,1
455,33908,species,Mountain Grackle,Macroagelaius subalaris,15,DRMI Bosques Secos del Chicamocha--Vereda La Costa,CO-BOY,22 Nov 2019,L3216165,S61648501,,1
456,4161,species,White-tipped Swift,Aeronautes montivagus,4,"Soata - Boavita, Boavita CO-Boyaca (6.3256,-72.6527)",CO-BOY,21 Nov 2019,L10181488,S61635512,,1
457,28256,species,Orange-billed Nightingale-Thrush,Catharus aurantiirostris,1,DRMI Bosques Secos del Chicamocha--Vereda La Costa,CO-BOY,21 Nov 2019,L3216165,S61626495,,1
458,27530,species,Niceforo's Wren,Thryophilus nicefori,2,DRMI Bosques Secos del Chicamocha--Vereda La Costa,CO-BOY,21 Nov 2019,L3216165,S61626495,,1
459,27429,species,Bicolored Wren,Campylorhynchus griseus,3,DRMI Bosques Secos del Chicamocha--Vereda La Costa,CO-BOY,21 Nov 2019,L3216165,S61626495,,1
460,17316,species,Apical Flycatcher,Myiarchus apicalis,1,DRMI Bosques Secos del Chicamocha--Vereda La Costa,CO-BOY,21 Nov 2019,L3216165,S61626495,,1
461,5082,species,Chestnut-bellied Hummingbird,Saucerottia castaneiventris,1,DRMI Bosques Secos del Chicamocha--Vereda La Costa,CO-BOY,21 Nov 2019,L3216165,S61626495,,1
462,4896,species,Red-billed Emerald,Chlorostilbon gibsoni,1,DRMI Bosques Secos del Chicamocha--Vereda La Costa,CO-BOY,21 Nov 2019,L3216165,S61626495,,1
463,33448,species,Moustached Brushfinch,Atlapetes albofrenatus,1,RNSC Rogitama Biodiversidad (Acceso Restringido),CO-BOY,20 Nov 2019,L23874322,S61603403,,1
464,7626,species,Whistling Heron,Syrigma sibilatrix,1,RNSC Rogitama Biodiversidad (Acceso Restringido),CO-BOY,19 Nov 2019,L23874322,S61592522,,1
465,4960,species,Lazuline Sabrewing,Campylopterus falcatus,1,RNSC Rogitama Biodiversidad (Acceso Restringido),CO-BOY,19 Nov 2019,L23874322,S61592522,,1
466,4905,species,Short-tailed Emerald,Chlorostilbon poortmani,1,RNSC Rogitama Biodiversidad (Acceso Restringido),CO-BOY,19 Nov 2019,L23874322,S61592522,,1
467,4622,species,Black Inca,Coeligena prunellei,2,RNSC Rogitama Biodiversidad (Acceso Restringido),CO-BOY,19 Nov 2019,L23874322,S61592522,,1
468,35483,species,Grassland Yellow-Finch,Sicalis luteola,6,Gravilleras de Capilla de Siecha,CO-CUN,18 Nov 2019,L2237397,S61552141,,1
469,5304,species,Bogota Rail,Rallus semiplumbeus,3,Gravilleras de Capilla de Siecha,CO-CUN,18 Nov 2019,L2237397,S61552141,,1
470,32627,species,Andean Siskin,Spinus spinescens,3,Reserva Bioandina--Camino de Entrada,CO-CUN,17 Nov 2019,L2694900,S61535405,,1
471,17152,species,Smoky Bush-Tyrant,Myiotheretes fumigatus,1,Reserva Bioandina--Camino de Entrada,CO-CUN,17 Nov 2019,L2694900,S61535405,,1
472,16578,species,White-banded Tyrannulet,Mecocerculus stictopterus,2,Reserva Bioandina--Camino de Entrada,CO-CUN,17 Nov 2019,L2694900,S61535405,,1
473,14453,species,Pale-bellied Tapaculo,Scytalopus griseicollis,7,Reserva Bioandina--Camino de Entrada,CO-CUN,17 Nov 2019,L2694900,S61535405,,1
474,14268,species,Muisca Antpitta,Grallaria rufula,1,Reserva Bioandina--Camino de Entrada,CO-CUN,17 Nov 2019,L2694900,S61535405,,1
475,13067,species,Brown-breasted Parakeet,Pyrrhura calliptera,3,Reserva Bioandina--Camino de Entrada,CO-CUN,17 Nov 2019,L2694900,S61535405,,1
476,9022,species,Andean Pygmy-Owl,Glaucidium jardinii,1,Reserva Bioandina--Camino de Entrada,CO-CUN,17 Nov 2019,L2694900,S61535405,,1
477,4404,species,Longuemare's Sunangel,Heliangelus clarisse,1,Reserva Bioandina--Camino de Entrada,CO-CUN,17 Nov 2019,L2694900,S61535405,,1
478,34912,species,Golden-crowned Tanager,Iridosornis rufivertex,1,Reserva Bioandina--Camino de Entrada,CO-CUN,17 Nov 2019,L2694900,S61517417,,1
479,4654,species,Blue-throated Starfrontlet,Coeligena helianthea,2,Observatorio de Colibries,CO-CUN,16 Nov 2019,L3892139,S61503001,,1
480,4581,species,Glowing Puffleg,Eriocnemis vestita,2,PNN Chingaza (Dept. Cundinamarca),CO-CUN,16 Nov 2019,L1127703,S61503966,,1
481,4529,species,Bronze-tailed Thornbill,Chalcostigma heteropogon,1,PNN Chingaza (Dept. Cundinamarca),CO-CUN,16 Nov 2019,L1127703,S61503966,,1
482,35323,species,Bluish Flowerpiercer,Diglossa caerulescens,4,PNN Chingaza (Dept. Cundinamarca),CO-CUN,16 Nov 2019,L1127703,S61489575,,1
483,35264,species,Rufous-browed Conebill,Conirostrum rufum,2,PNN Chingaza (Dept. Cundinamarca),CO-CUN,16 Nov 2019,L1127703,S61489575,,1
484,34550,species,Black-backed Grosbeak,Pheucticus aureoventris,2,PNN Chingaza (Dept. Cundinamarca),CO-CUN,16 Nov 2019,L1127703,S61489575,,1
485,33480,species,Pale-naped Brushfinch,Atlapetes pallidinucha,1,PNN Chingaza (Dept. Cundinamarca),CO-CUN,16 Nov 2019,L1127703,S61489575,,1
486,15597,species,Silvery-throated Spinetail,Synallaxis subpudica,1,PNN Chingaza (Dept. Cundinamarca),CO-CUN,16 Nov 2019,L1127703,S61489575,,1
487,4652,species,Golden-bellied Starfrontlet,Coeligena bonapartei,1,Parque Natural Chicaque,CO-CUN,15 Nov 2019,L1612184,S61473872,,1
488,35313,species,Rusty Flowerpiercer,Diglossa sittoides,1,Laguna de Pedro Palo,CO-CUN,15 Nov 2019,L1156336,S61468916,,1
489,35147,species,Turquoise Dacnis,Dacnis hartlaubi,1,Laguna de Pedro Palo,CO-CUN,15 Nov 2019,L1156336,S61468916,,1
490,34917,species,Fawn-breasted Tanager,Pipraeidea melanonota,1,Laguna de Pedro Palo,CO-CUN,15 Nov 2019,L1156336,S61468916,,1
491,27498,species,Speckle-breasted Wren,Pheugopedius sclateri,1,Laguna de Pedro Palo,CO-CUN,15 Nov 2019,L1156336,S61468916,,1
492,15522,species,Ash-browed Spinetail,Cranioleuca curtata,1,Laguna de Pedro Palo,CO-CUN,15 Nov 2019,L1156336,S61468916,,1
493,15150,species,Montane Foliage-gleaner,Anabacerthia striaticollis,1,Laguna de Pedro Palo,CO-CUN,15 Nov 2019,L1156336,S61468916,,1
494,14912,species,Brown-billed Scythebill,Campylorhamphus pusillus,1,Laguna de Pedro Palo,CO-CUN,15 Nov 2019,L1156336,S61468916,,1
495,4784,species,Gorgeted Woodstar,Chaetocercus heliodor,1,Laguna de Pedro Palo,CO-CUN,15 Nov 2019,L1156336,S61468916,,1
496,35149,species,Scarlet-thighed Dacnis,Dacnis venusta,1,Jordanal,PA-8,12 Nov 2019,L10146530,S61402528,,1
497,35165,species,Shining Honeycreeper,Cyanerpes lucidus,1,Rio Indio,PA-8,12 Nov 2019,L1532334,S61402411,,1
498,35127,species,Emerald Tanager,Tangara florida,1,Rio Indio,PA-8,12 Nov 2019,L1532334,S61402411,,1
500,27538,species,Isthmian Wren,Cantorchilus elutus,1,"8.3423x-80.2152 - Nov 14, 2016, 11:03 AM",PA-2,10 Nov 2019,L5082475,S61339444,,1
501,16634,species,Yellow Tyrannulet,Capsiempis flaveola,2,"8.3423x-80.2152 - Nov 14, 2016, 11:03 AM",PA-2,10 Nov 2019,L5082475,S61339444,,1
502,16800,species,Mistletoe Tyrannulet,Zimmerius parvus,1,Canopy Lodge,PA-2,09 Nov 2019,L604642,S61299027,,1
503,34185,species,Prairie Warbler,Setophaga discolor,1,Point Pelee NP--Woodland Nature Trail,CA-ON,07 May 2019,L910342,S55971849,,1
504,9253,species,Long-eared Owl,Asio otus,1,Point Pelee NP--Tip,CA-ON,07 May 2019,L611224,S55960536,,1
506,17130,species,Black-billed Shrike-Tyrant,Agriornis montanus,1,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
507,17103,species,Plain-capped Ground-Tyrant,Muscisaxicola alpinus,1,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
508,15092,species,Chestnut-winged Cinclodes,Cinclodes albidiventris,3,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
509,11973,species,Carunculated Caracara,Daptrius carunculatus,1,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
510,7810,species,Andean Condor,Vultur gryphus,5,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
511,7488,species,Andean Ibis,Theristicus branickii,25,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
512,6882,species,Silvery Grebe,Podiceps occipitalis,10,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
513,6470,species,Andean Gull,Chroicocephalus serranus,40,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
514,5506,species,Slate-colored Coot,Fulica ardesiaca,20,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
515,4718,species,Giant Hummingbird,Patagona gigas,1,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
516,4487,species,Ecuadorian Hillstar,Oreotrochilus chimborazo,2,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
517,2302,species,Black-winged Ground Dove,Metriopelia melanoptera,3,PN Antisana--pradera de los ibis y alrededores,EC-N,12 Apr 2019,L2761741,S54867630,,1
518,2368,species,Pallid Dove,Leptotila pallida,1,San Jorge de Milpe,EC-P,11 Apr 2019,L1960641,S54835194,,1
519,14380,species,Ocellated Tapaculo,Acropternis orthonyx,1,Mindo Loma,EC-P,11 Apr 2019,L889462,S54831214,,1
520,9505,species,Golden-headed Quetzal,Pharomachrus auriceps,3,Mindo Loma,EC-P,11 Apr 2019,L889462,S54823917,,1
521,15984,species,Northern Schiffornis,Schiffornis veraepacis,1,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54821408,,1
522,1154,species,Rufous-fronted Wood-Quail,Odontophorus erythrops,2,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54821408,,1
523,16844,species,Flavescent Flycatcher,Myiophobus flavicans,1,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54821403,,1
524,15712,species,Golden-winged Manakin,Masius chrysopterus,1,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54821403,,1
525,15166,species,Lineated Foliage-gleaner,Syndactyla subalaris,1,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54821403,,1
526,12797,species,Blue-fronted Parrotlet,Touit dilectissimus,4,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54821403,,1
527,9527,species,Blue-tailed Trogon,Trogon comptus,1,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54821403,,1
528,34499,species,Ochre-breasted Tanager,Chlorothraupis stolzmanni,1,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54776617,,1
529,28310,species,Speckled Nightingale-Thrush,Catharus maculatus,1,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54776617,,1
530,16248,species,Marble-faced Bristle-Tyrant,Pogonotriccus ophthalmicus,1,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54776617,,1
531,15211,species,Ruddy Foliage-gleaner,Clibanornis rubiginosus,1,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54776617,,1
532,14055,species,Zeledon's Antbird,Hafferia zeledoni,2,San Jorge de Milpe,EC-P,10 Apr 2019,L1960641,S54776617,,1
533,16912,species,Western Wood-Pewee,Contopus sordidulus,1,San Jorge de Milpe,EC-P,09 Apr 2019,L1960641,S54821401,,1
534,15036,species,Pacific Hornero,Furnarius cinnamomeus,2,San Jorge de Milpe,EC-P,09 Apr 2019,L1960641,S54821401,,1
535,19116,species,Slaty-capped Shrike-Vireo,Vireolanius leucotis,1,Rio Silanche Bird Sanctuary,EC-P,09 Apr 2019,L1396974,S54759993,,1
536,16301,species,Black-capped Pygmy-Tyrant,Myiornis atricapillus,2,Rio Silanche Bird Sanctuary,EC-P,09 Apr 2019,L1396974,S54759271,,1
537,5189,species,Purple-chested Hummingbird,Polyerata rosenbergi,1,Rio Silanche Bird Sanctuary,EC-P,09 Apr 2019,L1396974,S54759271,,1
538,35846,species,Slate-colored Grosbeak,Saltator grossus,1,Rio Silanche--general area,EC-P,09 Apr 2019,L1641819,S54744606,,1
539,24123,species,White-thighed Swallow,Atticora tibialis,1,Rio Silanche--general area,EC-P,09 Apr 2019,L1641819,S54744606,,1
540,35789,species,Black-winged Saltator,Saltator atripennis,2,San Jorge de Milpe,EC-P,08 Apr 2019,L1960641,S54727042,,1
541,35203,species,Guira Tanager,Hemithraupis guira,1,San Jorge de Milpe,EC-P,08 Apr 2019,L1960641,S54727042,,1
542,35027,species,Blue-necked Tanager,Stilpnia cyanicollis,2,San Jorge de Milpe,EC-P,08 Apr 2019,L1960641,S54727042,,1
543,34324,species,Choco Warbler,Myiothlypis chlorophrys,1,San Jorge de Milpe,EC-P,08 Apr 2019,L1960641,S54723055,,1
544,32847,species,Yellow-throated Chlorospingus,Chlorospingus flavigularis,1,San Jorge de Milpe,EC-P,08 Apr 2019,L1960641,S54723055,,1
545,33844,species,Scrub Blackbird,Dives warczewiczi,1,Milpe Bird Sanctuary (including former Milpe Gardens),EC-P,08 Apr 2019,L493675,S54718299,,1
546,17162,species,Masked Water-Tyrant,Fluvicola nengeta,2,Milpe Bird Sanctuary (including former Milpe Gardens),EC-P,08 Apr 2019,L493675,S54718299,,1
547,16802,species,Choco Tyrannulet,Zimmerius albigularis,1,Milpe Bird Sanctuary (including former Milpe Gardens),EC-P,08 Apr 2019,L493675,S54718299,,1
